Precinct Name,Carson_Ben,Fiorina_Carly,Christie_Chris,Trump_Donald,Bush_Jeb,Gilmore_Jim,Kasich_John,Graham_Lindsey,Rubio_Marco,Huckabee_Mike,Cruz_Ted,Paul_Rand,Santorum_Rick,Sanders_Bernie,Clinton_Hillary,O'Malley_Martin,
209 - JAMES K POLK SCHOOL,10,1,0,87,3,1,81,2,233,0,52,1,0,266,658,7,
210 - The Hermitage,11,1,0,78,6,0,55,0,120,0,23,1,0,111,317,1,
302 - PATRICK HENRY REC CENTER,7,1,0,43,1,0,39,0,102,1,24,2,2,210,362,6,
303 - CHARLES E BEATLEY LIBRARY,11,0,0,79,2,0,34,0,89,0,41,1,0,258,511,6,
304 - SAMUEL TUCKER SCHOOL,7,1,0,82,2,0,61,0,136,0,34,0,0,318,576,2,
305 - JOHN ADAMS SCHOOL,9,0,0,54,0,1,47,0,95,2,27,0,1,202,462,2,
306 - WILLIAM RAMSAY SCHOOL,7,0,1,71,0,0,40,1,102,1,20,0,0,234,492,5,
307 - SOUTH PORT,9,0,1,95,1,0,52,0,114,1,33,0,0,233,517,7,
308 - CAMERON STATION COMMUNITY CTR,19,0,1,154,3,0,152,0,279,0,65,2,1,205,586,7,
001 - FIRST WARD,20,0,0,168,0,0,10,0,77,2,102,0,0,59,70,3,
002 - SECOND WARD,50,0,0,224,0,0,35,0,118,1,139,1,0,100,121,1,
003 - THIRD WARD,19,0,0,131,0,0,11,0,46,0,50,0,0,68,81,2,
004 - FOURTH WARD,61,0,0,453,1,0,27,0,208,4,246,1,0,92,144,2,
101 - RECREATION,12,0,0,66,1,0,66,0,133,0,51,1,0,679,545,2,
102 - CLARK,21,0,0,88,2,1,59,0,133,0,37,1,0,704,462,5,
201 - CARVER,11,0,0,32,2,0,41,0,132,0,19,4,0,480,465,0,
202 - WALKER,21,1,0,100,4,1,111,0,229,0,62,4,0,656,652,5,
301 - BENJAMIN TONSLER,4,0,0,30,0,0,46,0,116,0,23,1,0,381,457,3,
302 - JOHNSON,22,0,1,70,4,1,73,0,204,0,68,3,0,642,437,2,
303 - BUFORD,3,0,0,20,1,0,20,0,80,1,15,1,0,341,156,3,
401 - VENABLE,3,0,0,6,0,0,28,0,108,1,11,0,0,180,147,0,
402 - ALUMNI HALL,6,0,0,54,4,0,65,0,168,0,25,0,0,261,370,5,
001 - GREAT BRIDGE,40,0,1,252,2,0,66,1,249,0,103,2,0,96,142,1,
002 - BETHEL,53,2,1,302,0,0,37,0,174,2,106,2,0,57,71,1,
003 - CAMELOT,10,0,0,32,1,1,5,0,27,1,9,0,0,135,816,2,
004 - CHURCHLAND,37,0,0,213,2,0,38,0,172,0,59,0,0,65,117,0,
005 - CRESTWOOD,9,1,0,30,2,0,2,0,25,0,27,1,0,101,660,2,
006 - DEEP CREEK,75,0,1,269,2,1,26,0,222,0,139,1,0,184,480,1,
007 - GREENBRIER,58,0,2,250,2,1,58,0,230,2,108,3,0,108,265,1,
008 - SOUTH NORFOLK RECREATION,36,0,0,215,2,1,14,0,103,1,52,2,0,110,276,1,
009 - BELLS MILL,65,1,0,432,0,0,98,1,370,2,167,2,0,140,287,2,
010 - OSCAR SMITH,13,0,1,96,0,0,12,0,65,1,27,1,0,47,110,0,
011 - GENEVA PARK,23,1,0,197,0,0,4,0,60,0,60,4,0,60,147,0,
012 - GEORGETOWN,16,0,0,43,0,0,5,0,29,0,23,0,0,108,582,2,
013 - GILMERTON,40,0,1,217,1,1,22,0,106,0,66,0,0,84,232,1,
014 - GRASSFIELD,16,1,0,84,1,0,9,0,50,0,21,0,0,22,64,1,
015 - B M WILLIAMS,32,1,0,142,2,0,16,0,92,1,67,1,0,100,266,1,
016 - HICKORY GROVE,62,1,2,339,2,0,43,0,224,0,132,2,0,78,155,2,
017 - INDIAN CREEK,18,0,0,213,1,1,20,0,112,1,69,1,0,61,96,2,
018 - INDIAN RIVER,23,0,0,74,0,0,9,0,59,0,38,0,0,96,219,1,
019 - JOLLIFF,29,1,0,185,4,0,31,0,184,1,82,3,0,70,113,1,
020 - E W CHITTUM,52,0,1,270,5,1,44,1,209,2,93,0,0,68,302,2,
021 - FELLOWSHIP,41,1,0,257,0,0,22,0,172,0,68,0,0,79,225,0,
022 - NORFOLK HIGHLANDS,30,0,0,172,1,0,8,0,93,1,45,2,0,75,108,1,
023 - OAK GROVE,37,0,1,145,1,0,38,1,148,0,67,0,0,116,257,2,
024 - OAKLETTE,26,1,0,162,2,1,11,0,89,1,46,0,0,100,255,2,
025 - ST JULIANS,20,0,0,106,0,0,12,0,47,0,26,0,0,52,130,1,
026 - JOHNSON PARK,14,0,0,55,0,0,6,0,23,1,7,1,0,52,140,0,
027 - SILVERWOOD,61,0,1,271,2,0,70,0,232,1,96,2,1,116,231,1,
028 - SUNRAY I,13,0,0,50,1,0,2,0,16,0,13,0,0,14,11,0,
029 - TANGLEWOOD,31,0,0,281,1,0,19,0,129,0,74,1,0,85,100,0,
030 - SOUTH NORFOLK,1,0,0,4,0,0,0,0,6,0,4,0,0,36,324,2,
031 - CARVER SCHOOL,12,0,1,61,0,1,2,0,22,0,18,0,0,73,626,2,
032 - PROVIDENCE,8,0,0,10,2,0,2,0,8,0,12,0,1,95,746,2,
033 - WESTOVER,26,0,0,162,0,0,14,0,70,0,48,2,0,57,95,1,
034 - HICKORY MIDDLE SCHOOL,67,3,1,380,2,1,67,0,349,1,151,3,1,93,128,0,
035 - TAYLOR ROAD,14,0,0,72,0,1,16,0,63,0,21,1,0,61,273,5,
036 - GREAT BRIDGE BAPTIST CHURCH,54,0,0,379,0,1,53,0,281,1,99,1,0,120,181,1,
037 - BRIDGETOWN,31,0,0,198,0,0,52,0,199,0,80,1,0,70,123,0,
038 - BAILEY CREEK,68,0,1,304,2,0,38,1,172,1,90,1,1,90,135,3,
039 - LAKE DRUMMOND,26,0,0,106,0,2,14,0,78,0,46,0,0,33,80,0,
040 - RIVER BIRCH,44,0,0,185,1,0,44,1,196,0,79,2,0,124,340,1,
041 - JOHN T WEST,72,1,1,224,1,1,26,0,209,3,138,3,0,161,494,1,
042 - PARKWAYS,29,0,0,122,0,0,7,0,103,0,75,3,0,90,275,2,
043 - PLEASANT CROSSING,48,0,3,280,3,0,51,0,202,3,96,0,0,83,106,0,
044 - NANSEMOND,27,0,0,140,0,0,10,0,101,0,55,1,0,83,229,1,
045 - SUNRAY II,10,0,0,73,1,0,5,0,21,0,18,0,0,35,198,1,
046 - BELLS MILL II,31,1,1,214,1,0,43,1,168,0,79,2,0,98,210,2,
047 - GREEN SEA,38,1,1,141,0,0,46,0,177,1,45,1,1,58,72,1,
048 - JOLLIFF MIDDLE SCHOOL,12,0,0,33,0,0,6,0,17,0,6,0,0,98,611,3,
049 - WATERWAY,97,0,1,372,4,0,60,0,339,0,139,3,0,154,430,3,
050 - RIVER WALK,37,0,0,180,1,0,41,0,170,2,90,4,0,115,373,3,
051 - COOPERS WAY,59,1,0,393,1,0,43,2,247,3,131,1,0,95,114,0,
052 - SHIPYARD ROAD,27,0,0,158,1,0,10,0,122,0,44,2,0,114,357,1,
053 - FAIRWAYS,22,0,0,101,0,1,24,0,90,1,72,0,0,74,187,0,
054 - PUGHSVILLE,25,0,0,84,0,1,22,0,97,0,35,3,0,108,393,2,
055 - GEORGETOWN EAST,16,0,0,65,0,0,7,0,49,0,20,0,0,76,473,3,
056 - GREEN TREE,41,0,1,111,3,0,18,0,117,3,72,0,0,86,280,1,
057 - CYPRESS,36,0,1,167,1,1,25,0,149,2,51,2,0,124,270,4,
058 - EXPRESSWAY,9,0,0,50,0,1,3,1,22,0,13,0,0,50,177,0,
059 - CLEARFIELD,19,0,0,133,1,0,13,0,122,1,63,1,0,52,170,1,
060 - PARKER ROAD,55,0,1,290,2,0,70,0,333,1,140,1,0,102,199,0,
061 - CENTERVILLE,31,1,0,218,2,0,52,0,279,0,90,2,0,87,98,0,
062 - FENTRESS,56,0,1,288,1,0,42,0,250,0,100,4,0,95,171,1,
063 - POPLAR BRANCH,25,0,0,203,0,0,33,0,169,1,81,0,0,33,68,0,
001 - FIRST,22,1,2,143,0,0,9,0,72,0,58,3,0,65,63,3,
002 - SECOND,30,0,0,246,1,1,6,0,90,0,57,3,0,63,57,1,
003 - THIRD,29,1,1,257,1,2,29,0,133,0,83,3,1,66,94,0,
004 - FOURTH,40,0,0,346,2,0,20,1,167,1,114,3,0,73,97,2,
005 - FIFTH,40,0,1,397,4,0,32,0,262,3,111,1,0,36,82,0,
001 - WARD ONE,1,0,0,9,0,0,2,0,6,0,2,1,0,22,100,0,
002 - WARD TWO,13,0,0,40,0,0,9,0,39,0,15,0,0,56,69,0,
003 - WARD THREE,7,0,0,46,0,0,24,0,72,0,25,0,0,48,214,0,
004 - WARD FOUR,32,0,0,182,0,0,34,0,107,0,63,0,1,65,245,3,
006 - WARD SIX,4,0,0,9,1,0,1,0,4,0,3,0,0,22,131,3,
007 - WARD SEVEN,2,0,0,26,0,0,2,0,9,0,12,0,0,19,231,3,
008 - WARD EIGHT,15,0,0,66,0,0,2,0,17,0,19,0,0,21,123,0,
009 - WARD NINE,20,0,0,54,0,1,3,1,24,0,23,0,0,24,126,0,
010 - WARD TEN,23,0,0,127,2,0,13,0,36,0,34,1,0,30,138,1,
011 - WARD ELEVEN,24,0,1,90,1,0,12,1,47,1,50,0,0,41,272,0,
012 - WARD TWELVE,17,0,3,136,0,0,12,0,53,3,69,1,1,68,282,0,
013 - WARD THIRTEEN,16,0,0,97,2,0,19,0,65,0,54,3,0,70,228,0,
014 - WARD FOURTEEN,0,0,0,0,0,0,0,0,1,0,2,0,0,5,63,0,
015 - WARD FIFTEEN,20,0,1,141,2,0,13,0,54,2,51,1,0,46,152,4,
016 - WARD SIXTEEN,41,0,1,198,2,0,11,0,70,0,69,1,0,57,157,1,
017 - WARD SEVENTEEN,37,0,0,204,1,0,29,0,92,2,96,0,0,40,89,0,
601 - DISTRICT 6,5,0,0,47,1,0,6,0,28,0,7,0,0,13,50,0,
701 - DISTRICT 7,5,1,0,19,1,0,1,0,10,0,3,0,0,8,46,0,
001 - ONE,23,0,0,109,1,2,52,0,175,0,55,1,0,207,241,1,
002 - TWO,19,3,0,135,1,0,112,0,162,0,59,1,0,172,292,3,
003 - THREE,18,2,0,166,1,1,103,0,250,2,92,2,0,250,356,3,
004 - FOUR,18,3,0,117,0,0,95,1,192,0,89,3,0,213,348,3,
005 - FIVE,2,2,2,94,3,0,77,0,169,1,91,2,0,154,260,0,
006 - SIX,15,0,0,107,1,0,61,0,132,2,77,2,2,170,236,3,
601 - PRECINCT 6-1,11,0,0,65,1,0,7,0,65,0,30,1,0,26,111,2,
101 - PRECINCT 1 - DISTRICT ONE,36,1,0,224,4,0,80,0,231,0,89,5,1,252,318,2,
201 - PRECINCT 1 - DISTRICT TWO,39,1,1,169,3,0,118,0,193,3,85,4,1,386,366,3,
301 - PRECINCT 1 - DISTRICT THREE,39,0,2,187,3,1,83,1,180,2,83,1,0,265,244,3,
401 - PRECINCT 1 - DISTRICT FOUR,9,1,0,61,1,0,33,0,64,1,20,0,0,173,277,4,
402 - PRECINCT 2 - DISTRICT FOUR,7,0,0,53,1,0,18,0,39,1,17,1,0,93,120,0,
001 - EAST,28,0,0,124,0,0,21,0,48,2,30,1,0,29,47,1,
002 - NORTH,27,0,0,94,0,1,11,0,38,0,25,0,0,32,38,0,
003 - SOUTH,13,0,0,81,1,0,3,0,19,0,20,0,1,31,36,1,
101 - ABERDEEN,20,1,0,53,0,0,6,0,23,0,15,1,0,94,594,4,
102 - BASSETTE,13,0,0,20,2,0,5,0,15,0,11,0,0,105,706,1,
103 - CITY HALL,13,0,0,26,0,0,5,0,14,0,16,2,0,65,289,2,
104 - COOPER,17,0,0,54,2,1,13,0,66,1,33,0,0,181,677,3,
105 - EAST HAMPTON,8,0,2,73,0,0,6,0,48,0,16,1,0,107,212,3,
106 - ARMSTRONG,27,1,0,139,2,0,36,0,171,0,55,5,0,163,364,0,
107 - LINDSAY,23,0,0,65,1,0,7,0,46,0,29,0,0,115,621,2,
108 - THOMAS,14,0,0,52,0,0,7,0,35,1,15,1,0,130,648,2,
109 - PHENIX,13,0,1,39,0,0,0,0,15,0,11,0,0,126,843,5,
110 - PHOEBUS,8,1,0,59,0,0,5,0,32,0,9,2,0,57,104,0,
111 - HAMPTON LIBRARY,13,0,0,84,1,0,29,0,71,0,26,1,0,77,136,1,
112 - SMITH,33,0,1,142,1,3,12,0,77,0,40,1,0,148,705,5,
115 - WYTHE,16,0,0,144,2,0,34,1,87,0,32,1,0,106,196,0,
116 - JONES,10,0,0,42,1,0,6,0,31,0,7,4,0,56,254,2,
117 - KECOUGHTAN,17,0,0,74,1,0,15,0,52,0,25,2,0,111,362,2,
118 - MALLORY,14,2,0,44,0,0,3,0,43,1,23,0,0,145,887,4,
201 - BOOKER,40,0,1,280,4,1,34,0,208,3,75,3,0,155,332,1,
202 - BRYAN,24,2,0,235,3,0,38,1,162,2,44,1,0,147,290,3,
203 - BURBANK,24,1,0,126,2,0,33,0,109,0,29,1,0,111,259,0,
204 - FORREST,18,0,0,133,0,1,15,0,71,0,36,2,0,111,383,3,
205 - ASBURY,75,0,0,492,3,0,67,1,304,0,132,0,1,180,339,3,
208 - KRAFT,40,1,0,238,1,2,30,0,172,1,85,3,0,214,592,1,
209 - LANGLEY,33,2,0,205,1,1,20,0,121,0,54,2,0,126,316,0,
210 - MACHEN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
212 - BETHEL,46,1,0,138,0,0,25,1,175,0,95,2,1,160,924,1,
213 - PHILLIPS,51,4,0,328,4,0,66,0,283,2,111,3,1,187,478,4,
214 - TUCKER CAPPS,29,0,1,181,0,0,19,0,127,2,74,0,0,139,430,3,
215 - TYLER,5,0,0,20,0,1,4,0,14,0,8,0,0,35,161,1,
216 - SANDY BOTTOM,17,1,1,97,2,0,10,0,87,1,38,0,1,89,343,4,
217 - SYMS,11,0,0,119,2,0,23,0,104,0,44,0,1,59,162,2,
101 - NORTHEAST,32,0,0,146,2,0,42,0,176,0,111,1,1,359,196,2,
102 - EAST CENTRAL,24,0,2,57,2,0,40,0,107,1,36,1,0,208,183,2,
103 - SOUTHEAST,30,0,0,144,0,0,43,0,226,1,78,1,0,407,192,3,
104 - EAST,41,0,1,142,2,0,37,1,214,1,81,4,0,319,150,3,
105 - South East Central,17,1,1,78,0,0,39,1,280,0,55,1,0,492,110,1,
201 - NORTHWEST,36,0,1,137,2,0,56,0,161,0,105,3,0,365,197,1,
202 - SOUTHWEST,42,1,0,144,1,1,59,0,204,1,116,4,0,382,222,2,
203 -  WEST,43,1,3,100,3,0,47,0,161,1,104,3,0,335,181,0,
101 - WARD ONE,14,0,2,99,1,0,9,0,37,1,40,0,0,60,100,0,
201 - WARD TWO,1,0,0,26,0,0,1,0,14,0,5,0,0,25,211,0,
301 - WARD THREE,20,2,0,292,1,0,20,0,118,0,73,1,0,49,89,2,
401 - WARD FOUR,13,0,1,200,0,0,26,0,78,0,66,2,0,69,230,3,
501 - WARD FIVE,13,0,0,200,1,0,10,0,62,1,67,0,0,44,84,0,
601 - WARD SIX,5,0,1,21,1,0,0,0,9,1,6,0,0,44,265,2,
701 - WARD SEVEN,11,0,1,88,1,0,1,0,34,0,31,0,0,41,178,0,
001 - LEXINGTON,25,1,0,106,5,0,105,0,231,0,46,0,0,235,392,5,
101 - FIRST WARD FIRST PRECINCT,84,1,0,186,2,0,30,0,186,1,321,4,1,146,251,1,
102 - FIRST WARD SECOND PRECINCT,82,2,1,270,2,1,132,0,386,0,240,4,1,176,224,1,
103 - FIRST WARD THIRD PRECINCT,41,1,1,188,2,0,127,0,257,0,127,1,0,120,241,1,
104 - FIRST WARD FOURTH PRECINCT,18,0,1,60,0,0,11,0,79,0,48,1,1,124,109,0,
105 - FIRST WARD FIFTH PRECINCT,35,1,0,82,0,0,39,0,135,0,94,3,0,160,165,0,
201 - SECOND WARD FIRST PRECINCT,19,1,0,55,2,0,14,1,78,1,59,4,0,189,351,3,
202 - SECOND WARD SECOND PRECINCT,19,1,0,51,0,2,7,0,48,0,53,0,0,94,320,0,
203 - SECOND WARD THIRD PRECINCT,9,0,0,24,0,0,1,0,16,1,7,0,0,23,147,0,
204 - SECOND WARD FOURTH PRECINCT,11,0,0,44,1,0,4,1,21,0,35,1,0,25,71,0,
301 - THIRD WARD FIRST PRECINCT,33,0,0,73,0,1,5,0,76,0,96,1,0,79,83,0,
302 - THIRD WARD SECOND PRECINCT,162,0,0,90,1,0,14,0,513,1,387,8,0,35,3,1,
303 - THIRD WARD THIRD PRECINCT,48,0,0,89,0,0,8,0,92,2,122,2,0,56,98,1,
304 - THIRD WARD FOURTH PRECINCT,48,0,0,102,0,0,11,0,91,1,122,5,0,50,74,0,
305 - THIRD WARD FIFTH PRECINCT,129,0,0,198,1,1,40,1,269,1,305,0,0,75,127,1,
401 - FOURTH WARD FIRST PRECINCT,145,0,0,296,3,1,55,1,350,0,352,5,0,101,187,2,
402 - FOURTH WARD SECOND PRECINCT,37,0,0,100,1,0,21,0,82,0,130,1,0,77,112,1,
403 - FOURTH WARD THIRD PRECINCT,103,1,1,189,0,0,28,0,203,3,270,7,0,167,182,0,
404 - FOURTH WARD FOURTH PRECINCT,66,0,2,205,2,1,85,1,199,0,173,4,0,160,240,0,
001 - DEAN,68,0,1,368,1,0,64,1,325,0,195,1,0,316,395,7,
002 - WEEMS,39,1,0,239,1,0,40,0,177,2,138,2,0,184,296,0,
003 - METZ,34,1,1,262,4,0,47,0,210,1,136,3,0,252,318,5,
004 - HAYDON,49,1,1,297,3,0,62,0,241,0,143,2,1,227,365,7,
005 - BALDWIN,34,1,1,189,4,0,54,1,203,0,125,2,0,246,380,5,
001 - PRECINCT ONE,28,0,0,108,0,0,28,0,99,0,46,0,0,133,205,1,
002 - PRECINCT TWO,24,0,0,134,1,0,7,0,54,0,53,1,0,121,172,4,
003 - PRECINCT THREE,21,1,0,93,1,0,18,0,102,0,78,1,0,154,186,0,
001 - PRECINCT #1,5,0,0,4,0,0,1,0,1,0,0,0,0,11,203,1,
002 - PRECINCT #2,17,1,0,86,1,0,12,0,52,0,33,0,0,71,133,2,
003 - PRECINCT #3,6,0,0,46,1,0,1,0,12,0,19,0,0,29,96,4,
004 - PRECINCT #4,7,0,0,72,0,0,8,0,23,0,30,0,0,40,155,1,
005 - PRECINCT #5,33,0,0,199,2,1,58,0,149,0,82,0,0,86,112,2,
006 - PRECINCT #6,3,0,0,0,0,0,0,0,2,0,2,0,0,11,113,0,
101 - DENBIGH,40,0,0,117,2,0,16,0,66,1,50,2,0,155,638,0,
102 - EPES,24,0,0,84,1,0,14,0,66,0,38,2,1,118,491,1,
103 - JENKINS,42,0,0,169,1,0,24,1,126,0,70,0,0,155,384,1,
104 - MCINTOSH,18,0,0,62,0,1,12,0,71,0,21,0,0,122,373,3,
105 - OYSTER POINT,13,0,0,30,0,0,12,0,76,0,17,2,1,45,77,0,
106 - RESERVOIR,37,0,0,173,1,0,16,0,109,1,68,2,0,186,564,0,
107 - RICHNECK,24,0,2,183,2,1,32,1,186,0,84,5,1,163,499,2,
108 - LEE HALL,23,0,0,92,1,0,14,0,82,0,25,3,1,130,387,1,
109 - WINDSOR,32,1,0,110,0,1,20,0,72,0,38,0,0,103,213,2,
110 - GREENWOOD,20,0,0,97,0,1,8,0,74,0,33,0,0,155,462,4,
202 - BOULEVARD,40,0,1,208,0,0,29,1,193,1,60,1,1,119,172,2,
203 - CHARLES,48,2,0,307,3,0,43,1,230,1,127,3,0,195,387,2,
204 - WELLESLEY,21,0,0,99,2,0,32,0,105,0,33,1,0,81,174,2,
205 - DEEP CREEK,55,1,2,301,0,0,60,0,261,1,83,1,0,130,176,0,
208 - HIDENWOOD,24,2,1,174,2,0,85,0,196,1,48,4,0,79,134,0,
209 - HILTON,35,0,1,181,8,0,75,1,232,0,63,4,1,186,175,2,
210 - NELSON,50,0,1,317,9,0,39,0,275,1,114,3,0,182,417,3,
211 - PALMER,1,0,0,7,0,0,2,0,17,0,1,0,0,5,23,0,
212 - RIVERSIDE,30,1,1,135,3,0,78,0,163,1,58,3,0,75,102,0,
213 - SANFORD,27,0,0,135,1,0,26,0,115,0,54,0,1,67,89,2,
215 - WARWICK,10,0,0,89,0,0,22,0,118,1,24,0,1,95,115,1,
216 - YATES,26,0,0,157,1,2,37,0,223,0,41,0,1,77,178,2,
217 - RIVERVIEW,40,0,2,213,3,0,68,0,227,1,79,1,0,120,213,1,
218 - KILN CREEK,0,0,0,3,0,0,1,0,2,0,5,0,0,4,33,0,
219 - DEER PARK,36,0,0,142,1,0,30,0,118,1,45,1,1,176,347,1,
302 - BRIARFIELD,12,0,2,55,1,0,2,0,24,0,18,2,0,76,346,2,
303 - CARVER,13,0,0,39,0,0,2,0,25,0,13,0,0,44,218,4,
304 - CHESTNUT,4,0,0,2,1,0,1,0,1,0,0,0,0,29,258,2,
305 - DOWNTOWN,1,0,0,14,0,0,5,0,10,0,8,1,0,38,113,2,
306 - DUNBAR,0,0,0,1,0,0,0,0,0,0,0,0,0,9,54,0,
307 - HUNTINGTON,0,1,0,1,0,0,0,0,1,0,0,0,0,19,199,0,
308 - JEFFERSON,2,0,0,3,0,0,0,0,0,0,1,0,0,27,227,2,
309 - MAGRUDER,0,0,0,7,0,0,0,0,1,0,0,0,0,24,261,0,
310 - MARSHALL,4,0,0,3,0,0,2,0,1,0,0,0,0,42,300,1,
311 - NEWMARKET,20,0,0,82,1,0,9,0,51,0,24,2,0,76,484,1,
312 - NEWSOME PARK,1,0,0,0,0,0,1,0,3,0,0,0,0,9,81,0,
313 - REED,2,0,0,7,0,0,1,0,3,0,1,0,0,48,475,4,
314 - RIVER,14,1,0,82,1,0,19,0,75,0,36,0,0,83,149,3,
315 - SEDGEFIELD,31,0,2,140,1,0,9,0,73,1,55,0,0,83,181,0,
316 - SOUTH MORRISON,16,0,0,113,2,0,11,1,100,2,50,1,0,109,327,2,
317 - WASHINGTON,1,0,0,2,0,0,0,0,0,0,1,0,0,18,134,0,
318 - WILSON,6,0,0,14,0,0,4,0,11,0,14,0,0,55,299,0,
319 - SAUNDERS,40,2,0,229,3,2,32,0,188,2,80,0,0,161,338,7,
320 - WATKINS,69,0,2,322,3,0,25,1,224,1,116,2,0,177,269,3,
101 - GRANBY,23,0,0,139,1,0,42,0,188,2,47,1,0,230,368,2,
102 - OCEAN VIEW SCHOOL,6,0,0,122,1,0,20,0,78,0,23,0,0,96,122,2,
103 - NORTHSIDE,26,1,0,192,1,1,17,0,98,1,44,1,0,163,166,2,
104 - TITUSTOWN ,4,0,0,24,2,0,2,0,12,0,12,0,0,64,228,1,
106 - ZION GRACE,18,0,0,147,4,0,72,0,201,0,36,0,2,195,289,1,
201 - OLD DOMINION,22,2,0,161,1,0,107,0,330,0,73,0,0,416,320,2,
203 - GHENT SQUARE,9,0,0,54,2,0,35,0,90,0,22,1,0,132,184,1,
207 - LAMBERT'S POINT,7,0,0,23,1,0,5,0,18,0,19,0,0,223,356,2,
208 - LARCHMONT LIBRARY,3,0,0,64,3,0,55,0,114,0,20,0,0,64,130,0,
210 - MAURY,10,1,1,85,2,0,67,0,163,0,48,2,0,283,327,1,
211 - CHRYSLER MUSEUM,16,0,0,130,1,1,100,0,197,0,30,2,0,281,380,2,
212 - PARK PLACE,6,0,1,5,0,0,0,0,9,0,3,0,0,87,312,1,
213 - TAYLOR ELEMENTARY SCHOOL,14,1,1,83,1,1,97,0,214,0,32,4,0,474,348,4,
214 - STUART,11,0,0,80,1,1,31,0,112,0,29,1,0,378,417,1,
215 - SUBURBAN PARK,19,0,0,105,0,0,40,0,177,0,71,2,0,142,231,3,
217 - WESLEY,19,1,0,85,1,1,5,0,44,0,24,1,0,91,199,0,
218 - WILLARD,28,0,2,200,3,0,87,0,249,0,73,1,0,225,359,3,
301 - BALLENTINE,13,0,0,30,1,0,7,0,14,1,21,1,0,113,408,1,
302 - TANNERS CREEK,4,0,0,38,0,0,2,0,20,0,15,0,1,54,208,0,
303 - BOWLING PARK,1,0,0,14,0,2,1,2,8,0,5,0,0,102,656,2,
304 - COLEMAN PLACE SCHOOL,10,0,0,22,0,0,1,0,15,0,12,0,0,49,220,2,
305 - LAFAYETTE-WINONA,7,0,0,44,1,0,8,0,32,0,10,1,0,96,363,2,
306 - LINDENWOOD,3,0,1,14,0,1,5,0,15,0,3,0,0,73,282,0,
309 - NORVIEW,26,0,0,99,1,0,8,0,64,1,31,0,1,161,650,5,
310 - ROSEMONT,6,0,0,8,0,0,2,0,15,0,7,0,0,113,776,0,
311 - SHERWOOD,37,1,0,176,4,0,10,1,90,0,56,7,2,186,498,0,
313 - UNION CHAPEL,2,0,0,2,1,0,0,0,4,0,5,0,0,41,252,1,
402 - BERKLEY,2,1,0,4,0,0,1,1,6,0,0,0,0,66,517,1,
403 - BRAMBLETON,2,0,0,1,0,0,0,0,1,0,1,0,0,47,164,0,
404 - CAMPOSTELLA,2,0,0,4,0,0,1,0,6,0,2,1,0,59,419,1,
405 - CHESTERFIELD,3,0,0,8,0,1,0,0,5,0,5,1,0,95,496,2,
406 - BARRON BLACK,13,0,0,105,1,0,12,0,77,0,39,1,0,78,227,0,
408 - EASTON,36,1,1,145,0,1,23,0,86,1,55,2,0,109,237,1,
409 - FAIRLAWN,29,0,0,102,1,1,13,0,80,1,33,2,0,85,236,1,
411 - RUFFNER ACADEMY,0,0,0,2,0,0,1,0,0,0,0,0,0,13,82,0,
412 - INGLESIDE,12,0,1,41,0,0,5,0,37,1,12,0,0,98,514,1,
413 - POPLAR HALLS,25,1,1,78,0,0,13,1,54,1,26,0,1,113,649,2,
414 - YOUNG PARK,5,0,0,1,1,1,1,0,3,1,2,0,0,77,484,1,
415 - LAKE TAYLOR HIGH SCHOOL,22,0,0,97,1,0,9,0,53,0,22,2,0,86,240,3,
501 - BAYVIEW,26,0,0,204,2,0,28,1,148,0,69,2,0,161,234,3,
503 - EAST OCEAN VIEW,26,1,0,169,2,0,68,0,170,1,43,2,0,134,250,0,
504 - LARRYMORE,22,1,0,158,0,0,19,1,110,1,33,1,1,94,314,1,
505 - LITTLE CREEK,13,0,0,137,0,1,21,0,106,0,35,3,0,73,135,1,
506 - OCEAN VIEW CENTER,18,0,1,180,3,1,20,0,104,1,33,3,0,205,287,3,
507 - PRETLOW,31,0,0,165,2,0,27,0,117,1,51,5,1,187,213,5,
509 - TARRALLTON,45,0,1,258,5,0,25,0,145,1,56,3,0,108,196,3,
510 - THIRD PRESBYTERIAN,31,0,1,255,2,1,32,0,135,0,68,2,0,149,213,2,
511 - CROSSROADS,50,0,1,190,1,1,17,1,98,2,60,1,0,151,201,1,
512 - AZALEA GARDENS,10,0,0,136,1,0,25,0,104,0,40,0,0,74,126,1,
001 - EAST WARD,30,0,1,200,0,0,10,0,89,0,44,2,0,72,86,2,
501 - FIFTH WARD FIRST PRECINCT,3,0,0,28,0,0,5,0,10,0,9,0,0,90,433,1,
601 - SIXTH WARD FIRST PRECINCT,2,0,0,4,0,0,0,0,4,0,2,0,0,51,438,2,
701 - SEVENTH WARD FIRST PRECINCT,6,0,0,33,1,1,3,0,9,0,2,1,0,117,666,1,
001 - CENTRAL,50,1,1,356,3,2,63,2,255,0,98,2,0,105,79,1,
002 - EASTERN,62,0,1,469,6,0,46,0,266,0,126,6,1,125,87,1,
003 - WESTERN,60,1,1,393,2,0,98,0,392,0,121,0,1,92,122,3,
007- SEVEN,18,0,1,33,1,0,11,0,47,0,14,2,0,83,221,1,
009 - NINE,12,0,0,49,0,0,5,0,18,0,15,1,0,102,396,0,
010 - TEN,11,2,0,68,0,0,13,0,36,0,21,2,0,98,131,2,
